Time (Seconds),Leakage Current (mA),Earth Resistance (Ohms),Continuity Status
151725,0.699932989,12.89986996,1
151730,0.896693723,38.52612999,1
151735,3.802811856,35.53466187,1
151740,2.256409458,69.18086091,1
151745,2.772962869,63.11842976,0
151750,3.886168441,725.8114534,1
151755,1.770813118,77.29189182,1
151760,3.769562114,70.69808197,1
151765,2.267266446,6.892648284,1
151770,1.94818292,41.77819335,1
151775,1.731882594,58.03065699,1
151780,4.828229596,55.94772656,1
151785,3.882669712,6.182888454,1
151790,0.19896011,47.68265494,1
151795,4.791335884,89.58691617,1
151800,3.899654186,86.0982193,1
151805,0.830956101,83.30374226,1
151810,0.474056815,7.084124951,1
151815,1.610151059,60.86737957,1
151820,3.158489494,36.68743465,1
151825,3.121078777,23.04228208,1
151830,1.451665613,98.49939499,1
151835,2.283807395,60.10630872,1
151840,1.138261763,31.86203309,1
151845,0.347835557,46.8499524,1
151850,2.63315529,47.66881918,1
151855,1.800256558,47.81161564,1
151860,2.760123918,71.16213338,1
151865,4.73788588,54.23592661,1
151870,0.802514527,37.64423576,1
151875,0.10961389,54.62777815,1
151880,0.476703245,83.0175398,1
151885,2.367270651,27.16245075,1
151890,3.563966946,72.92120862,0
151895,2.945741656,2.449320874,0
151900,2.524983576,47.10227136,1
151905,1.834419342,78.76907654,1
151910,1.618873441,13.81808234,1
151915,1.943802258,99.76367488,1
151920,66.2537453,36.81790565,1
151925,0.921994384,654.3654943,1
151930,3.879674207,44.04250116,1
151935,2.918740876,61.57779557,0
151940,1.41886625,96.69447045,1
151945,2.555649518,72.11335896,1
151950,4.81761557,1.102771923,1
151955,0.200408493,20.51273984,1
151960,1.07766094,29.29457374,1
151965,2.297063176,60.7192118,1
151970,3.228354637,89.40284052,1
151975,1.139918505,22.67183587,1
151980,4.663879347,52.39790749,1
151985,3.248602861,92.77497782,1
151990,4.39941655,49.39954541,1
151995,1.713657858,61.19734518,1
152000,4.161874278,56.07342614,1
152005,1.953274163,4.920058068,1
152010,1.338483685,71.9558583,1
152015,4.567111162,4.779352282,1
152020,0.551870531,36.04118173,1
152025,4.720155101,52.23477533,1
152030,2.346724509,71.93156753,1
152035,4.96386482,48.18035572,1
152040,2.744013803,70.48256869,1
152045,3.811692043,93.56504238,1
152050,0.13464798,16.08887415,1
152055,2.533667418,74.08879731,1
152060,3.713522011,75.80445099,1
152065,3.935852398,61.82957768,0
152070,0.874438055,39.18558994,1
152075,2.152957657,84.96430727,1
152080,2.153452595,23.32302874,1
152085,0.607839962,28.30539288,1
152090,2.270922988,82.39159671,1
152095,4.054755498,31.27157644,1
152100,1.570885614,36.96738309,1
152105,2.219615157,95.33402337,1
152110,4.808697557,62.61030947,1
152115,0.255369572,39.28063605,1
152120,2.998456663,58.57700171,1
152125,3.74283685,59.72691996,1
152130,3.828323927,73.92729249,1
152135,3.608096322,90.76114558,1
152140,3.659612073,20.48316534,1
152145,0.389162062,69.10319543,1
152150,2.717269434,76.52803195,1
152155,3.936548451,18.79621708,1
152160,0.56091874,27.98312566,1
152165,0.15904462,4.468940232,1
152170,4.091352975,94.3987744,1
152175,3.590242499,78.89330088,1
152180,2.119811443,41.73549556,1
152185,4.70794252,54.57669081,1
152190,3.856330664,88.99913181,1
152195,4.842518614,24.95400617,1
152200,4.653644772,75.15648839,1
152205,2.458338655,83.81318719,1
152210,3.798073995,33.76437624,1
152215,3.379037805,49.13053772,1
152220,4.076081529,61.17032935,1
152225,3.959673171,28.73872289,1
152230,0.850836653,63.27797989,1
152235,1.245304106,31.72298402,1
152240,1.402084728,21.22718646,1
152245,4.11064294,11.41626805,1
152250,4.072634349,84.84602107,1
152255,2.5271432,24.26537912,1
152260,2.94607807,23.18881787,1
152265,4.15191855,29.17694154,1
152270,1.631708643,71.85179364,1
152275,0.345876007,95.04318073,1
152280,2.464722548,34.9722976,1
152285,4.577214005,86.10941285,1
152290,3.973294479,88.35084204,0
152295,1.896424785,63.6997386,1
152300,0.417379666,93.75795812,0
152305,3.220905576,11.18803712,1
152310,4.1890049,74.4640847,1
152315,3.358247976,17.91797383,1
152320,2.182865857,40.9701959,1
152325,0.704432705,829.1329101,1
152330,4.562793796,43.01229584,1
152335,1.452195796,13.57281653,1
152340,1.199006479,96.85676138,1
152345,4.098285661,20.1625348,0
152350,4.9079777,60.41596335,1
152355,3.334785268,944.2670612,1
152360,3.161571396,9.862744407,1
152365,1.665211259,474.6444179,1
152370,0.200025908,18.53899624,1
152375,1.039809543,69.98503218,1
152380,2.963709139,12.47933634,1
152385,0.841450663,95.66549924,1
152390,4.430795454,50.41110569,1
152395,1.02190897,30.28241775,0
152400,2.65831182,13.72570081,1
152405,2.608864904,55.88995711,1
152410,3.059333588,30.73976299,1
152415,1.704426942,31.30887395,1
152420,4.380317585,61.88621848,1
152425,2.277077526,60.66069036,1
152430,3.530752536,23.27626987,1
152435,3.215963219,13.66515265,1
152440,0.674064807,66.91057212,1
152445,3.150932828,21.47413075,1
152450,2.798443122,12.64000627,1
152455,4.50315991,61.92213708,1
152460,4.416295519,69.66571599,1
152465,0.839678458,64.36126842,1
152470,0.500257213,86.57263221,1
152475,1.543501874,451.2566105,1
152480,4.934402998,3.10046256,1
152485,0.205711504,37.63580101,1
152490,3.397171974,66.48139723,1
152495,3.081717296,53.09168926,1
152500,3.268233574,86.94879806,1
152505,1.16960086,21.37850793,1
152510,1.210914994,16.01790965,1
152515,2.210146203,72.34936826,1
152520,0.569703255,31.74436939,1
152525,0.465604724,1.587483987,1
152530,0.532961322,93.73010051,1
152535,2.907597939,91.95736746,1
152540,2.048935099,78.01737933,1
152545,1.538722225,22.18962758,1
152550,1.64751496,60.91743096,1
152555,1.115688199,56.70431001,1
152560,2.116376143,33.931044,1
152565,1.094984539,79.05077517,1
152570,3.520425607,0.279047441,1
152575,0.707269312,89.43915765,1
152580,4.746386214,11.38144888,1
152585,0.540112807,7.673382264,1
152590,4.7229575,45.17017306,1
152595,4.18314536,94.55364536,1
152600,3.435489391,38.39333118,1
152605,4.570278112,15.64332118,1
152610,0.782172088,77.62300185,1
152615,0.963942394,799.4407855,1
152620,1.335547701,18.33751644,1
152625,1.299576481,71.64882121,1
152630,1.623156528,67.56113002,1
152635,2.920591402,57.92217337,1
152640,0.238045795,83.06745588,1
152645,1.973135716,84.58430232,1
152650,1.307287127,70.47047985,1
152655,3.072486255,7.406863058,1
152660,4.927329722,27.51731304,1
152665,2.6365076,12.31508172,1
152670,2.185857672,91.1640195,1
152675,1.904393371,20.84735131,1
152680,3.946251173,81.571814,1
152685,0.452706565,85.4378015,1
152690,4.802875521,7.130127402,1
152695,2.147797641,4.264835341,1
152700,1.637133557,64.26675642,1
152705,4.87293377,95.3747664,1
152710,4.68580643,70.37737703,1
152715,3.245477285,34.79608096,1
152720,0.190686137,15.66911945,1
152725,3.767821383,30.63330055,1
152730,1.74423126,51.09467026,1
152735,2.002573131,15.0204477,1
152740,0.877836432,47.19821709,1
152745,2.664944611,47.67438583,1
152750,3.748307721,99.23311138,0
152755,1.437754479,138.435119,1
152760,4.699791249,41.59373732,1
152765,1.054210594,744.6119852,1
152770,0.424685469,34.04300128,1
152775,3.257382979,12.62343636,1
152780,4.261661786,86.09511368,1
152785,4.770351011,87.8016039,1
152790,3.859137952,79.9232643,1
152795,1.078285056,93.24562679,1
152800,4.890539806,35.66586163,1
152805,4.605235793,97.59465498,1
152810,0.899520372,38.81320866,1
152815,2.838050552,50.2304806,1
152820,2.822035387,40.23762433,1
152825,2.268420413,71.39895247,1
152830,4.922978518,29.83169621,1
152835,0.392148962,64.16143913,1
152840,3.173323651,96.63376016,1
152845,1.105987751,12.08869592,1
152850,2.683922903,33.79178466,1
152855,3.920729782,88.40328423,1
152860,1.308961336,84.36627557,1
152865,2.027461778,200.7438946,1
152870,4.758763564,58.78341599,1
152875,3.831255615,91.83967038,1
152880,2.906343604,85.76626719,1
152885,1.1877872,59.57075897,1
152890,2.183996644,70.52438705,1
152895,3.892900463,33.2906716,1
152900,4.120661083,41.98740724,1
152905,1.298570371,67.90827249,1
152910,3.344095031,58.1692122,1
152915,0.565514661,36.97645802,1
152920,0.213740307,42.24055439,1
152925,2.788502225,37.26501137,1
152930,1.199461286,50.47390511,1
152935,0.486668953,32.56039134,1
152940,3.676158733,224.2095315,1
152945,2.540075483,19.38377908,0
152950,4.001757354,9.346120482,1
152955,3.353326774,167.3094238,1
152960,3.676044206,68.22938739,1
152965,1.606066848,84.75532048,0
152970,1.390051546,55.03792464,0
152975,3.044286971,95.33848193,1
152980,1.080402488,53.00650859,1
152985,4.095519367,89.23165628,1
152990,2.662308828,1.736492397,1
152995,1.212250669,27.39351659,1
153000,3.163324338,21.33218302,0
153005,4.730675102,84.86741288,1
153010,0.50226416,65.40939556,1
153015,0.635791516,42.50260517,1
153020,4.23481182,89.39820126,1
153025,0.637009495,76.64734452,1
153030,0.29293931,42.01989554,1
153035,48.54312224,97.06339711,1
153040,2.386858836,28.05798084,1
153045,2.89027774,41.66525671,1
153050,2.58577114,14.69414041,1
153055,4.574604357,42.56478692,1
153060,3.866473692,84.19269611,1
153065,4.920670254,21.46487359,1
153070,2.434631574,41.96476583,1
153075,0.513215088,45.94884929,1
153080,4.78210015,4.619634649,1
153085,0.120154492,90.79604997,1
153090,3.902870468,45.32877503,1
153095,0.253281951,13.94720401,1
153100,3.829949534,60.047256,1
153105,4.695900805,60.60949895,1
153110,2.007375457,46.77498951,1
153115,1.280727771,57.75480618,1
153120,1.208767847,50.69645431,1
153125,2.509416456,28.26789808,1
153130,0.937346475,65.62074095,1
153135,3.39732579,50.06694896,1
153140,1.904926552,49.04428108,1
153145,1.683236513,15.58263485,1
153150,2.360299324,3.796099643,1
153155,2.758678762,85.43684528,1
153160,0.795458285,59.80783584,1
153165,3.568040483,67.33895135,1
153170,4.42644079,49.57976357,1
153175,1.462135889,8.687338681,1
153180,0.983915419,13.31727956,1
153185,3.826476576,839.9407886,1
153190,0.999354446,93.07885184,1
153195,0.302150286,40.08324667,1
153200,3.13429178,76.25536123,1
153205,1.27478194,928.9973157,1
153210,0.941871004,56.21242214,1
153215,4.909853434,93.68647276,1
153220,1.530138419,95.92011325,1
153225,4.526872122,76.60415858,1
153230,0.973271953,65.88474809,1
153235,4.112987947,48.01752482,1
153240,2.559892478,15.25104705,1
153245,0.485114369,12.43057172,1
153250,3.694665939,55.73696225,1
153255,4.471159522,7.186267407,1
153260,0.898783253,63.03468404,1
153265,3.655392187,33.15710844,1
153270,2.280757343,83.44102947,1
153275,3.793965221,33.43637101,1
153280,3.598246946,41.19274444,1
153285,0.230341129,46.25535901,1
153290,0.975733076,53.05513712,1
153295,2.40803349,81.82326299,1
153300,4.674611442,63.07548669,1
153305,1.776159938,76.12870537,0
153310,3.181480004,2.312871454,1
153315,0.159210353,50.87997029,1
153320,3.584521916,76.18088488,0
153325,3.055034487,5.659160757,1
153330,3.605434258,33.18768796,1
153335,4.532837004,3.065399766,1
153340,0.817844772,7.047923958,1
153345,1.38178902,9.724313865,1
153350,4.979326372,71.26940186,1
153355,0.865791397,19.93691365,1
153360,3.631072332,63.27657222,1
153365,3.652871962,39.88428064,1
153370,3.446669357,98.70353735,1
153375,1.214458888,21.04175841,1
153380,1.15415691,22.00132036,1
153385,3.365071233,55.9282934,1
153390,1.012625904,94.60024847,1
153395,3.341660326,42.82413162,1
153400,2.513388582,97.99428074,1
153405,1.994481451,91.12295974,1
153410,1.571138512,52.93481546,1
153415,4.743126973,598.2059999,1
153420,2.589658923,39.79728277,1
153425,2.850134616,802.7690147,1
153430,4.751354815,8.272505386,1
153435,3.303998859,82.97951675,1
153440,4.793479346,37.18571647,1
153445,0.621197029,90.18612094,1
153450,4.248534196,35.58726355,1
153455,1.743531677,50.28316875,1
153460,4.071388873,23.35970357,1
153465,4.292619459,10.98257318,1
153470,1.430290642,10.27622287,1
153475,2.103270021,21.35631072,1
153480,3.657470336,98.49774874,1
153485,0.585372591,29.60804614,1
153490,3.802114318,94.07953935,1
153495,0.641317338,49.11622571,1
153500,4.580833088,559.3358492,1
153505,1.454062537,90.04125404,1
153510,2.9204368,4.297483828,1
153515,0.67405215,88.51757579,1
153520,1.420516458,78.78285714,1
153525,2.079379713,57.98273806,1
153530,2.486539496,66.20483441,1
153535,0.100330738,82.82122606,1
153540,4.454413236,38.80890759,0
153545,0.137606567,0.455495896,1
153550,3.891054359,96.88908845,1
153555,2.405836671,21.82985327,1
153560,2.667012122,47.14140244,1
153565,1.120500849,24.45914284,1
153570,3.076104917,36.10592711,1
153575,2.732436355,37.02147137,1
153580,0.904758392,38.39746077,1
153585,1.266783107,66.16394007,1
153590,0.427827782,53.92591804,1
153595,0.424789503,32.10081383,1
153600,0.167501351,47.30869975,1
153605,1.180324195,71.99934066,1
153610,3.430340014,35.81813235,1
153615,1.649455402,2.253205105,1
153620,1.779397922,83.34967607,1
153625,0.746336427,97.2851435,0
153630,2.919806272,38.44982431,1
153635,1.776503844,77.63041251,1
153640,3.413952337,12.43962202,1
153645,3.733151397,51.01093399,1
153650,2.964995089,90.72095932,1
153655,1.45274073,44.87943678,0
153660,2.592178217,80.3643761,1
153665,1.334460943,50.75061542,1
153670,4.524272893,81.43762022,1
153675,3.855290175,62.2500016,1
153680,2.515728939,32.18264985,1
153685,4.830740002,29.70573964,1
153690,2.779101689,13.67516695,1
153695,1.709823837,69.52295621,1
153700,0.567789774,82.71355348,1
153705,2.76435366,79.03249765,1
153710,4.316041397,39.44425357,1
153715,4.346921768,60.87852491,1
153720,3.062378627,94.98616486,1
153725,2.02784798,98.78561624,1
153730,3.28645191,69.29897752,1
153735,3.834487737,600.2145901,1
153740,2.116961444,93.3282184,1
153745,2.433645429,10.77246997,1
153750,3.435019906,64.88765893,1
153755,4.39559777,44.32344983,1
153760,3.975950853,99.5921493,1
153765,0.20971771,2.342089801,1
153770,0.709424485,45.14950726,1
153775,4.278613083,77.51614017,1
153780,4.185731857,59.46431476,1
153785,2.005153237,65.43432317,1
153790,2.96296182,43.36712473,0
153795,4.538640414,66.47026674,1
153800,4.566637537,21.98190324,1
153805,3.937154944,13.7888151,1
153810,1.126985798,93.47368525,1
153815,3.678385756,48.16606604,1
153820,0.595382319,37.90356018,1
153825,4.480298451,71.02764014,1
153830,0.830829138,93.5780685,1
153835,3.345508337,27.84100438,1
153840,3.090192044,72.71661645,1
153845,3.906808314,35.24883877,1
153850,2.802729762,51.79479433,1
153855,0.391876219,135.541107,1
153860,3.558646645,52.00350545,1
153865,1.977457338,997.7872195,1
153870,1.669396506,74.54540502,1
153875,4.959200393,62.32547419,1
153880,2.992958853,14.48010197,1
153885,3.582523459,76.83432133,1
153890,2.678998071,14.33804001,0
153895,3.872865965,16.31407355,1
153900,3.785156404,39.63419049,1
153905,3.320015967,73.79117554,1
153910,4.988941001,48.40174207,1
153915,2.352988317,95.75985093,1
153920,3.560342507,69.46504415,1
153925,4.009112018,901.5473434,1
153930,1.942570077,22.65808862,1
153935,2.340157635,31.08507783,1
153940,67.39158502,87.47845002,0
153945,0.258225984,64.47199871,1
153950,1.742948704,71.24356296,1
153955,2.482443515,32.6400536,1
153960,0.107178466,29.44038524,1
153965,4.505722795,41.09592502,1
153970,1.502597561,26.60865132,1
153975,1.362753677,16.43052785,1
153980,4.119598357,1.428454493,1
153985,1.46211782,72.030325,1
153990,3.32235071,68.40104108,1
153995,4.125365405,73.06148797,1
154000,3.983136554,18.52642354,1
154005,3.931558613,29.15714713,1
154010,0.534324092,979.6701595,1
154015,0.491250141,80.40671892,1
154020,1.603173175,10.01259821,1
154025,0.276144618,55.2486713,1
154030,2.552105709,54.51217699,1
154035,2.034432125,184.3155942,1
154040,2.829426971,58.13023423,1
154045,1.564063839,76.39208355,1
154050,2.480194615,98.39590539,1
154055,1.740249353,37.58806784,1
154060,1.056519652,68.51678763,1
154065,3.281896738,537.7962973,1
154070,3.399835917,499.5303922,1
154075,4.163235294,57.55719418,1
154080,4.386283737,93.15071882,1
154085,3.551863331,76.63018484,1
154090,3.468740625,22.84120434,1
154095,0.37771076,32.71101003,1
154100,0.637918283,81.71357783,1
154105,4.081557281,54.47850472,1
154110,1.241461182,1.224477799,1
154115,1.842268795,836.4348297,1
154120,0.811957033,27.49816539,1
154125,1.056244646,63.44345385,1
154130,3.899544453,39.35405826,1
154135,1.383112136,72.30117503,1
154140,2.300271335,8.397918876,1
154145,0.843189728,72.30489896,1
154150,3.421856541,6.135099047,1
154155,3.668521697,29.35185495,1
154160,1.872292358,99.21114544,1
154165,3.945258566,92.68438915,1
154170,1.275542594,25.07056206,1
154175,72.80118444,53.922008,1
154180,3.676826449,0.169164873,1
154185,4.846421151,93.44000284,1
154190,1.238376159,822.0494758,1
154195,0.559181352,30.97799617,1
154200,1.388873569,36.57301901,1
154205,0.702024763,74.07223293,1
154210,0.931502112,88.37822696,1
154215,1.737161108,55.25723075,1
154220,2.128554659,74.26694533,1
154225,4.528248706,37.86127438,1
154230,39.9454321,77.07138681,1
154235,4.861618982,95.16089861,1
154240,4.069750728,825.9589653,1
154245,4.41920981,99.38177113,1
154250,4.65427555,519.7883546,1
154255,93.75707905,84.53469554,1
154260,3.965021175,19.82019576,1
154265,2.245309653,95.27788727,1
154270,2.60120615,82.60409001,1
154275,4.669178591,49.35992251,1
154280,1.953453967,38.43631087,1
154285,0.305540658,35.21716436,1
154290,3.837496489,32.70986544,1
154295,2.908471807,64.29462321,1
154300,4.092892215,7.144980598,1
154305,0.470201206,89.49078787,1
154310,3.144036753,96.30446267,1
154315,1.313758851,34.93294105,1
154320,4.526016113,25.91302111,1
154325,0.638558705,37.14958221,1
154330,4.231039436,33.43603445,1
154335,0.533915835,62.89284427,1
154340,0.222977042,408.2847397,1
154345,1.251791207,35.90031669,1
154350,1.731918251,46.61352983,1
154355,3.169990982,65.79463994,1
154360,0.745450527,82.1163424,1
154365,2.242916675,75.462004,1
154370,1.10089165,99.19539218,1
154375,4.290986276,51.01661693,1
154380,0.320335889,95.2218645,1
154385,1.844094861,28.83277083,1
154390,3.193732992,95.90831739,1
154395,4.574132072,785.3684812,1
154400,4.353167771,43.39070846,1
154405,4.486440798,54.44497936,1
154410,0.407981139,85.34957329,1
154415,4.220523981,99.20178659,1
154420,3.921571635,50.86680343,1
154425,4.521915081,13.5295957,1
154430,1.62672371,40.36860502,1
154435,4.567649021,7.237505278,1
154440,2.072941317,33.95118559,1
154445,3.207088459,14.13995879,1
154450,2.178477057,77.82294594,1
154455,2.19547731,3.861513489,1
154460,2.778521392,66.83776733,1
154465,1.844040877,5.77546827,1
154470,3.984411272,26.98272889,1
154475,3.204829804,21.09055369,1
154480,3.479803232,95.90906131,1
154485,1.232070521,76.26639434,1
154490,4.850918914,98.59905072,1
154495,3.334862879,41.73699709,1
154500,1.066259736,53.22102911,1
154505,3.777402193,97.21715837,1
154510,0.951199106,76.85493032,1
154515,0.410585992,8.465164681,1
154520,2.685011641,65.80565386,1
154525,2.812267375,16.47626604,1
154530,1.025931316,82.61101027,1
154535,1.807056827,29.15504941,1
154540,4.734269549,116.1695928,1
154545,1.496515837,98.83723364,1
154550,0.862283498,18.68949281,1
154555,4.963553597,52.3783043,1
154560,1.581297128,48.16848914,1
154565,3.433242998,28.29958121,1
154570,1.234644889,73.13528863,1
154575,2.795593865,42.73671226,1
154580,1.992781734,30.266265,0
154585,4.81173838,61.50974482,1
154590,2.220748785,11.87049381,1
154595,2.962453502,60.19326997,1
154600,4.729354703,78.71094033,1
154605,4.94724807,67.45502288,1
154610,0.598125984,52.83142554,1
154615,4.188171489,30.16956497,1
154620,1.972370822,40.40441071,1
154625,3.01466066,41.29812596,1
154630,1.937735587,44.58588258,1
154635,2.065469408,92.78514439,1
154640,0.878401926,97.29048876,1
154645,2.906555646,19.16212982,1
154650,2.778908135,76.99803727,1
154655,1.027843364,47.57492174,1
154660,2.754479104,10.35525865,1
154665,4.868199225,36.39291866,1
154670,3.60060212,64.8795758,1
154675,2.456814542,98.98776926,1
154680,4.588811529,78.19161951,1
154685,2.919040347,14.97993227,1
154690,0.761735194,41.44097112,1
154695,2.782797274,13.93523148,1
154700,0.986768265,32.13492538,1
154705,3.86077371,60.86994885,1
154710,4.83915365,45.04240908,1
154715,1.868011064,25.81657286,1
154720,2.231097613,99.89050184,1
154725,2.165332688,54.05832829,1
154730,1.497969881,73.42841318,1
154735,3.991481828,60.77248031,1
154740,3.12686883,29.24582222,0
154745,0.413852629,15.46214275,1
154750,4.210151042,89.90172113,1
154755,1.016732333,862.2743327,1
154760,4.897840692,11.74516242,1
154765,1.945649381,89.37764675,1
154770,3.120603271,88.2569327,1
154775,0.481335733,4.095311929,1
154780,1.788850046,76.71786467,1
154785,4.031534391,19.52141058,1
154790,2.438321611,39.35505809,1
154795,4.532557069,5.277586619,1
154800,2.918178361,79.7703047,1
154805,4.650003757,18.40446566,1
154810,4.914788544,47.56579014,1
154815,2.324083342,84.91380796,1
154820,2.869267206,76.26027343,1
154825,4.191111152,35.15100133,1
154830,1.185511727,61.50470189,0
154835,4.321984912,34.99120759,0
154840,3.000408688,35.45645344,1
154845,3.654950663,87.85674377,1
154850,0.491284711,35.9827132,1
154855,3.854319649,30.45821403,1
154860,1.622855832,553.6696614,1
154865,4.045638157,82.69257726,1
154870,2.594847438,13.36283842,1
154875,1.445610241,65.37042889,1
154880,4.768522515,32.12224645,1
154885,3.848805749,24.89885039,1
154890,4.929861762,18.97699187,1
154895,1.885902502,6.458156495,1
154900,3.281176204,1.936889785,1
154905,3.096784522,1.229930084,1
154910,3.469028031,78.20482423,1
154915,0.287751174,16.68042966,1
154920,1.529424687,36.62818498,1
154925,60.86476816,66.48548363,1
154930,2.176718269,67.02472964,1
154935,4.807154027,47.16573251,1
154940,1.146165546,98.7588123,1
154945,4.98737747,4.526957684,1
154950,3.518146454,30.94688757,1
154955,3.904327778,3.956952853,1
154960,2.044619744,37.6046865,1
154965,4.544339794,24.13421876,1
154970,2.772768215,31.51680962,1
154975,3.436598063,74.84869361,1
154980,0.56456053,56.94291909,1
154985,3.195235434,64.98821903,1
154990,4.407487042,96.34018185,1
154995,0.973587818,44.75169275,1
155000,3.71485708,63.26593929,1
155005,0.224463719,55.94393825,1
155010,4.638394781,4.866342489,1
155015,4.916293869,54.57412763,1
155020,1.835482327,96.65283191,1
155025,0.624661864,87.45358307,0
155030,3.327024204,41.99923402,1
155035,0.246189119,6.294428135,1
155040,2.464182778,44.52117354,1
155045,1.431717958,39.38569019,1
155050,2.419361364,47.70341591,0
155055,0.189550022,97.82763736,1
155060,0.352899697,50.63243066,1
155065,0.178281561,6.518853315,1
155070,3.133746163,63.95983439,1
155075,2.844455297,65.30598713,1
155080,1.242474193,49.85896146,1
155085,3.268551332,52.48287196,1
155090,4.432615559,519.6038627,1
155095,1.458878295,8.277534952,1
155100,4.176769659,14.95274721,1
155105,3.346294766,15.56122174,1
155110,0.265720172,90.1645744,1
155115,1.93823449,97.02417556,1
155120,2.588010358,240.9719939,1
155125,3.685326031,33.43470356,1
155130,1.506939735,17.73901618,1
155135,4.915377514,61.39389617,1
155140,3.454244728,236.2704636,1
155145,1.926787018,44.44634256,1
155150,0.575422691,63.13845935,1
155155,0.988702025,7.425695654,1
155160,2.489278024,90.52921194,1
155165,2.524007239,35.79430825,1
155170,3.861821948,92.30774606,1
155175,3.658265465,45.75046552,1
155180,1.086237889,13.91648751,1
155185,3.015287441,39.14771068,1
155190,0.201046824,144.0590025,1
155195,2.052882257,93.84756787,1
155200,3.844115679,8.561317403,1
155205,2.057592107,31.75478638,1
155210,4.194421575,1.456877448,1
155215,4.883160922,49.30362723,1
155220,3.075341753,72.37160269,1
155225,0.810519974,99.26537961,1
155230,1.960418319,16.68461929,0
155235,0.14646844,17.641143,1
155240,3.053357027,59.64685932,1
155245,4.125685655,85.57679439,1
155250,3.186706387,18.64570492,1
155255,3.951822523,27.04381745,1
155260,4.019529244,80.13095232,1
155265,4.269961623,7.344642975,1
155270,1.406652537,11.01747554,1
155275,4.369215762,58.10054455,1
155280,3.305060592,43.7729968,1
155285,1.519655227,55.97521706,1
155290,4.937744103,88.88811391,1
155295,4.755893729,76.22658066,1
155300,2.914760818,83.98321447,1
155305,4.231721054,97.56129802,1
155310,1.381322995,24.28326849,0
155315,2.138581283,25.28821635,1
155320,1.001461628,26.11138746,1
155325,2.648502949,93.95681372,1
155330,2.530407007,81.11813094,1
155335,1.142784807,93.54293539,0
155340,3.396728299,134.5233986,1
155345,0.677172448,48.86467083,1
155350,0.40228811,7.42942635,1
155355,1.986034346,3.196582665,1
155360,2.108141411,32.20737607,1
155365,1.666728972,20.08379356,1
155370,1.363938524,76.60851664,1
155375,1.760004091,76.5748838,1
155380,0.900540312,39.15345762,1
155385,2.076917099,38.77334467,1
155390,4.53255653,18.15245302,1
155395,1.199691718,21.08459019,1
155400,3.453810411,0.882661766,1
155405,0.794744101,2.583726352,1
155410,1.834142458,408.5325555,1
155415,1.673756425,7.236922231,1
155420,4.691444033,373.2061197,1
155425,2.197112073,94.36325361,1
155430,3.483283125,64.14244682,1
155435,3.052067764,47.6353634,1
155440,0.791047369,76.39785741,1
155445,4.70374821,46.22100936,1
155450,1.79475953,92.91267415,1
155455,0.319315943,78.34705089,0
155460,1.572174164,95.16229848,1
155465,1.744605257,345.5588528,1
155470,0.554452104,679.3618022,1
155475,3.137889291,103.6058286,1
155480,1.799144607,1.78521237,1
155485,3.182759571,48.1807625,1
155490,0.133028762,538.3196312,1
155495,4.912037155,80.04866181,1
155500,0.935530157,7.135315589,0
155505,3.330721835,94.40182487,1
155510,3.607343086,93.3318202,1
155515,0.940880914,77.55433451,1
155520,0.647390182,60.60426787,1
155525,0.84762824,77.92290823,1
155530,1.309409454,37.11304196,0
155535,0.924337378,53.42556802,1
155540,3.402597192,3.866651106,0
155545,2.162082698,48.4119409,1
155550,2.735178813,24.5881297,1
155555,0.331950265,29.83641255,1
155560,4.320119919,65.45714797,1
155565,0.935800611,33.81116516,1
155570,1.864746424,77.91204458,0
155575,0.452318035,20.46456534,1
155580,0.77028636,46.89372196,1
155585,3.362417109,48.47703949,1
155590,3.493676311,33.04315129,1
155595,3.417130875,714.6324278,1
155600,2.80547026,18.48625874,1
155605,4.767356154,48.21203364,1
155610,2.585168088,70.06478761,1
155615,2.302118944,40.92015899,0
155620,1.312973272,19.45616833,1
155625,0.584362693,72.72803484,1
155630,2.785959157,57.00376749,1
155635,1.642961915,95.20582802,1
155640,2.667724378,11.10467104,1
155645,1.109983483,380.6514701,0
155650,4.207046094,54.5125397,1
155655,4.998516327,16.81695019,1
155660,1.6797772,29.57532412,1
155665,4.227405276,21.73541888,1
155670,4.377632068,74.48029592,1
155675,4.980761565,22.21760355,1
155680,1.779328636,17.76712594,1
155685,3.804602829,30.60470413,1
155690,1.221164118,482.8254848,1
155695,3.161500406,73.76807637,0
155700,3.55372859,64.43043032,1
155705,3.731491393,49.31069469,1
155710,1.115143626,68.09102619,1
155715,4.258755295,85.40276227,0
155720,2.162762116,94.08342261,1
155725,1.160210637,79.07415055,1
155730,2.758402333,21.1441648,1
155735,4.330449935,83.65020733,1
155740,4.838730758,21.58937505,1
155745,3.766218326,87.18711605,1
155750,0.127552143,13.21266272,1
155755,0.760033726,83.6819749,1
155760,0.473742534,21.03351432,1
155765,0.595947341,985.2096753,1
155770,1.976871284,88.86484042,1
155775,1.758617243,39.07297749,1
155780,0.657056408,990.9553656,1
155785,4.422953223,61.19382573,0
155790,3.115595124,16.61776983,0
155795,4.002670214,8.375626261,0
155800,1.920592005,78.94060726,1
155805,2.11015648,10.38937545,1
155810,1.656343932,30.97928134,1
155815,2.248290399,19.99773103,1
155820,3.090848586,22.69746234,1
155825,2.515621638,6.578994048,1
